Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Trailer
Francofonia,5/7/2016,7:15 PM,5/7/2016,8:42 PM,False,http://cinema.cornell.edu/Spring2016/francofonia.html,,http://www.youtube.com/watch?v=t2IEXUspJVg
Deadpool,5/7/2016,9:15 PM,5/7/2016,11:03 PM,False,http://cinema.cornell.edu/Spring2016/deadpool.html,,http://www.youtube.com/watch?v=jWM0ct-OLsM
Deadpool,5/8/2016,7:30 PM,5/8/2016,9:18 PM,False,http://cinema.cornell.edu/Spring2016/deadpool.html,,http://www.youtube.com/watch?v=jWM0ct-OLsM
Francofonia,5/10/2016,7:15 PM,5/10/2016,8:42 PM,False,http://cinema.cornell.edu/Spring2016/francofonia.html,,http://www.youtube.com/watch?v=t2IEXUspJVg
"Hail, Caesar!",5/11/2016,7:15 PM,5/11/2016,9:01 PM,False,http://cinema.cornell.edu/Spring2016/hail_caesar.html,,http://www.youtube.com/watch?v=kMqeoW3XRa0
The Mermaid,5/13/2016,7:15 PM,5/13/2016,8:49 PM,False,http://cinema.cornell.edu/Spring2016/mermaid.html,,http://www.youtube.com/watch?v=jskKf5YDDAI
"Hail, Caesar!",5/13/2016,9:20 PM,5/13/2016,11:06 PM,False,http://cinema.cornell.edu/Spring2016/hail_caesar.html,,http://www.youtube.com/watch?v=kMqeoW3XRa1
Internet Cat Video Festival (Encore Screening),5/14/2016,7:15 PM,5/14/2016,8:20 PM,False,http://cinema.cornell.edu/Spring2016/internet_cat_video_fest2.html,,http://www.youtube.com/watch?v=MjG0t8lv-eE
The Mermaid,5/14/2016,9:00 PM,5/14/2016,10:34 PM,False,http://cinema.cornell.edu/Spring2016/mermaid.html,,http://www.youtube.com/watch?v=jskKf5YDDAI
"Hail, Caesar!",5/15/2016,7:30 PM,5/15/2016,9:16 PM,False,http://cinema.cornell.edu/Spring2016/hail_caesar.html,,http://www.youtube.com/watch?v=kMqeoW3XRa2
The Mermaid,5/18/2016,7:15 PM,5/18/2016,8:49 PM,False,http://cinema.cornell.edu/Spring2016/mermaid.html,,http://www.youtube.com/watch?v=jskKf5YDDAI
Zootopia,5/19/2016,7:00 PM,5/19/2016,8:48 PM,False,http://cinema.cornell.edu/Spring2016/zootopia.html,,http://www.youtube.com/watch?v=jWM0ct-OLsM
"Hail, Caesar!",5/19/2016,9:25 PM,5/19/2016,11:16 PM,False,http://cinema.cornell.edu/Spring2016/hail_caesar.html,,http://www.youtube.com/watch?v=kMqeoW3XRa3
Zootopia,5/20/2016,7:00 PM,5/20/2016,8:48 PM,False,http://cinema.cornell.edu/Spring2016/zootopia.html,,http://www.youtube.com/watch?v=jWM0ct-OLsM
The Mermaid,5/20/2016,9:25 PM,5/20/2016,10:59 PM,False,http://cinema.cornell.edu/Spring2016/mermaid.html,,http://www.youtube.com/watch?v=jskKf5YDDAI
Zootopia,5/21/2016,7:00 PM,5/21/2016,8:48 PM,False,http://cinema.cornell.edu/Spring2016/zootopia.html,,http://www.youtube.com/watch?v=jWM0ct-OLsM
Zootopia,5/21/2016,9:20 PM,5/21/2016,11:08 PM,False,http://cinema.cornell.edu/Spring2016/zootopia.html,,http://www.youtube.com/watch?v=jWM0ct-OLsM
Zootopia,5/22/2016,7:00 PM,5/22/2016,8:48 PM,False,http://cinema.cornell.edu/Spring2016/zootopia.html,,http://www.youtube.com/watch?v=jWM0ct-OLsM
